Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
BEBMQL26,Mourilyan Sugar Mill,QLD,6.25,4858,Biomass,21/05/2003,Suspended,10013,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBMQL25,Mulgrave Mill,QLD,10.25,4865,Biomass,10/06/2003,Unsuspended,19218,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBMQL24,Suncoast Gold Macadamias,QLD,1.5,4570,Biomass,20/06/2003,Suspended,0,n/a
SRWDVC01,Citipower Energy Park,VIC,0.0132,3057,Wind,25/07/2003,Suspended,6,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBGWA07,Kelvin Road LFG,WA,1.045,6110,Biomass,3/11/2003,Suspended,0,n/a
BEBGQL09,Oxley Creek Cogeneration Plant,QLD,1.4,4106,Biomass,11/11/2003,Unsuspended,0,n/a
BEBGVC09,Charles IFE P/L,VIC,0.21,3352,Biomass,24/11/2003,Unsuspended,104,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBGWA06,Tamala Park,WA,5,6056,Biomass,1/12/2003,Unsuspended,0,n/a
BEBGWA08,Millars Road LFG,WA,4.211,6171,Biomass,2/12/2003,Unsuspended,0,n/a
HYMCNS05,Toonumbar Mini Hydro,NSW,0.065,2480,Hydro,6/02/2004,Suspended,0,n/a
WD00VC04,Moorooduc Wind Farm,VIC,0.02,3933,Wind,12/02/2004,Suspended,0,n/a
SRPVNS14,Kogarah Town Square PV,NSW,0.0184,2217,Solar,18/02/2004,Suspended,0,n/a
WD00WA06,Hopetoun Wind Turbine,WA,1.2,6348,Wind,18/03/2004,Unsuspended,0,n/a
SRPVQL07,Ray Ede Wind and Solar,QLD,0.0064,4061,Wind,28/04/2004,Suspended,0,n/a
HYMIQL04,Tinaroo Hydro,QLD,1.6,4880,Hydro,9/05/2004,Unsuspended,0,n/a
BEBGQL10,Whitwood Road LFG,QLD,0.635,4305,Biomass,9/07/2004,Unsuspended,0,n/a
WD00SA02,Lake Bonney Wind Farm Stage 1,SA,80.5,5280,Wind,24/07/2004,Unsuspended,0,n/a
BEBGQL11,Roghan Road LFG,QLD,1.15,4018,Biomass,12/08/2004,Suspended,0,n/a
BEBGQL12,Rochedale LFG,QLD,7.713,4123,Biomass,29/10/2004,Unsuspended,0,n/a
WD00SA03,Canunda Wind Farm,SA,46,5280,Wind,3/11/2004,Unsuspended,0,n/a
BEBMSA01,Mt Gambier,SA,8,5290,Biomass,1/01/2005,Suspended,17281,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVNS15,Myalben Photovoltaic,NSW,0.0023,2360,Solar,1/01/2005,Suspended,0,n/a
WD00SA04,Wattle Point Wind farm,SA,90.75,5583,Wind,13/03/2005,Unsuspended,0,n/a
SRPVNT03,Kings Canyon Solar - NT,NT,0.2251,0872,Solar,18/04/2005,Suspended,0,n/a
BEBGWA09,South Cardup WA LFG,WA,1.912,6123,Biomass,21/04/2005,Unsuspended,0,n/a
WD00SA05,Cathedral Rocks Wind Farm,SA,66,5606,Wind,29/04/2005,Unsuspended,0,n/a
WD00WA07,Bremer Bay Wind,WA,0.6,6338,Wind,30/04/2005,Unsuspended,0,n/a
SRPVNT02,Hermannsburg Sun Farm,NT,0.192,0872,Solar,30/04/2005,Suspended,0,n/a
BEBMVC01,Hazelwood,VIC,1600,3840,Biomass,4/05/2005,Suspended,0,The capacity for this power station is not counted towards accredited capacity in the RET.
BEBMQL27,Gladstone Power Station,QLD,1680,4680,Biomass,6/05/2005,Unsuspended,0,The capacity for this power station is not counted towards accredited capacity in the RET.
BEBGQL13,Elanora Waste Water Treatment Plant,QLD,0.23,4221,Biomass,7/06/2005,Unsuspended,0,n/a
HYMCQL02,Hinze Dam Hydro,QLD,0.055,4211,Hydro,7/06/2005,Unsuspended,0,n/a
WD00WA08,Alinta Wind Farm,WA,87.45,6528,Wind,15/07/2005,Unsuspended,0,n/a
BEBGTA01,Macquarie Point Waste Water Treatment Plant,TAS,0.142,7000,Biomass,25/07/2005,Suspended,0,n/a
SRPVWA04,Carnarvon Solar Farm,WA,0.0764,6701,Wind,28/07/2005,Unsuspended,0,n/a
BEMWNS02,Eastern Creek UR-3R,NSW,2,2766,Biomass,1/08/2005,Suspended,0,n/a
BEBGNT01,Shoal Bay LFG - NT,NT,1.1,0812,Biomass,8/08/2005,Unsuspended,0,n/a
HYMCWA01,Pemberton Hydro,WA,0.13,6260,Hydro,12/09/2005,Suspended,0,n/a
BEBGWA10,Atlas WA LFG,WA,0.78,6062,Biomass,14/11/2005,Suspended,0,n/a
BEBLNT01,Daly Waters Biodiesel,NT,0.13,0852,Biomass,14/11/2005,Suspended,0,n/a
WD00VC06,Wonthaggi Wind Farm,VIC,12,3995,Wind,14/11/2005,Unsuspended,0,n/a
HY00VC07,Banimboola Hydro,VIC,12.85,3701,Hydro,23/11/2005,Unsuspended,0,n/a
WD00VC05,Kings Creek Hotel Wind Turbine,VIC,0.095,3915,Wind,1/12/2005,Suspended,0,n/a
WD00SA06,Mt Millar Wind Farm,SA,70,5602,Wind,1/12/2005,Unsuspended,0,n/a
SRPVNT04,Yuendumu Sun Farm - NT,NT,0.24,0872,Solar,1/12/2005,Suspended,0,n/a
BEBGVC10,Transpacific LFG - Truganina VIC,VIC,8.92,3023,Biomass,2/02/2006,Unsuspended,0,n/a
BEBGTA02,McRobies Road - Landfill Gas (LFG) - Hobart - TAS,TAS,1.064,7001,Biomass,17/03/2006,Unsuspended,0,n/a
SRPVNT05,Lajamanu Sun Farm - NT,NT,0.288,0852,Solar,1/04/2006,Suspended,0,n/a
BEBGWA11,Henderson/Wattleup Landfill Gas (LFG) - WA,WA,3.195,6166,Biomass,10/04/2006,Unsuspended,0,n/a
BEBGNS09,Stotts Creek - Landfill Gas (LFG) - NSW,NSW,0.37,2487,Biomass,18/04/2006,Suspended,0,n/a
HYMINS11,Wyangala B Hydro,NSW,4.5,2808,Hydro,1/05/2006,Unsuspended,0,n/a
BEBGVC11,Wollert-Landfill Gas (LFG)-VIC,VIC,8.984,3750,Biomass,15/05/2006,Unsuspended,0,n/a
BEBGTA03,Glenorchy LFG - TAS,TAS,1.688,7010,Biomass,22/06/2006,Unsuspended,0,n/a
SRPVVC04,Craig Walters PV - VIC,VIC,0.0044,3072,Solar,28/06/2006,Suspended,0,n/a
WD00WA09,Emu Downs Wind Farm - WA,WA,104.75,6521,Wind,21/07/2006,Unsuspended,0,Wind is the primary fuel source. The solar component was added as an expansion to the wind farm on 1/08/2017. The total capacity is comprised of: 79.2 MW wind and 25.55 MW solar.
BEBMTA01,Tahune Woodgas-WW-TAS,TAS,0.04,7116,Biomass,1/09/2006,Suspended,0,n/a
BEBGNS10,Grange Avenue Power Station,NSW,1.25,2765,Biomass,10/11/2006,Unsuspended,0,n/a
WD00VC08,Yambuk Wind Farm,VIC,30,3285,Wind,1/01/2007,Unsuspended,0,n/a
BEBGTA04,Mowbray - LFG - TAS,TAS,1.123,7248,Biomass,9/01/2007,Unsuspended,0,n/a
SRPVSA04,Mount Barker Springs PV - SA,SA,0.0018,5251,Solar,19/01/2007,Unsuspended,0,n/a
BEBMNS09,Big River Timbers ww Grafton,NSW,0.45,2460,Biomass,24/01/2007,Suspended,0,n/a
WD00TA04,Woolnorth Studland Bay,TAS,75,7330,Wind,30/01/2007,Unsuspended,0,n/a
BEBGVC12,Hampton Park - LFG - VIC,VIC,8.984,3976,Biomass,9/02/2007,Unsuspended,0,n/a
HYMINS10,Jindabyne Dam Mini Hydro,NSW,1.1,2627,Hydro,12/02/2007,Unsuspended,0,n/a
BEBMQL28,Rocky Point Sugar Mill,QLD,30,4207,Biomass,13/02/2007,Unsuspended,4270,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBGNS11,Awaba - LFG - NSW,NSW,0.85,2283,Biomass,16/02/2007,Unsuspended,0,n/a
HYMIQL05,Paradise Dam Mini Hydro,QLD,2.79,4621,Hydro,19/02/2007,Unsuspended,0,n/a
BEBGVC13,Tatura Sewage Gas VIC,VIC,1.1,3616,Biomass,21/02/2007,Unsuspended,0,n/a
BEBLWA02,Kalgoorlie Biodiesel,WA,63,6430,Biomass,1/03/2007,Unsuspended,0,n/a
WD00SA08,Hallett Wind Farm SA,SA,92.4,5419,Wind,14/05/2007,Unsuspended,0,n/a
WD00SA07,Lake Bonney Wind Farm Stage 2,SA,159,5280,Wind,2/07/2007,Unsuspended,0,n/a
SRPVNS16,Glenorie Solar - NSW,NSW,0.0015,2157,Solar,9/08/2007,Suspended,0,n/a
WD00WA10,Coral Bay Wind - WA,WA,0.6,6701,Wind,17/08/2007,Unsuspended,0,n/a
BEBGQL14,Sleeman Sports Centre LFG QLD,QLD,0.77,4115,Biomass,4/12/2007,Suspended,0,n/a
WD00SA09,Snowtown Wind Farm - SA,SA,100.8,5520,Wind,24/12/2007,Unsuspended,0,n/a
BEBGNS14,NthHead Sewage Treatment Plant,NSW,2.439,2095,Biomass,1/01/2008,Unsuspended,0,n/a
WD00VC07,Elgo Longwood Wind Farm - VIC,VIC,0.15,3665,Wind,2/01/2008,Unsuspended,0,n/a
BEBGVC14,Smythesdale LFG - VIC,VIC,1.578,3351,Biomass,8/01/2008,Unsuspended,0,n/a
BEBGNS12,Woodlawn Bioreactor LFG - NSW,NSW,7.465,2580,Biomass,7/02/2008,Unsuspended,0,n/a
HYMITA04,Derby Mini Hydro - TAS,TAS,1.15,7264,Hydro,8/02/2008,Unsuspended,0,n/a
HYMITA05,Meander Dam Mini-Hydro - TAS,TAS,2,7304,Hydro,10/02/2008,Unsuspended,0,n/a
BEBGNS13,Eastern Creek 2 LFG - NSW,NSW,4.492,2766,Biomass,5/03/2008,Unsuspended,0,n/a
BEBGNS15,Kincumber LFG - NSW,NSW,1.064,2251,Biomass,1/06/2008,Suspended,0,n/a
WD00WA11,Kalbarri Wind Farm - WA,WA,1.6,6535,Wind,19/06/2008,Unsuspended,0,n/a
BEBGVC15,Eaglehawk - LFG - VIC,VIC,0.5,3556,Biomass,16/07/2008,Unsuspended,0,n/a
BEBGQL15,Ti Tree LFG Willowbank - QLD,QLD,11,4306,Biomass,24/07/2008,Unsuspended,0,n/a
HYMIVC06,Belgrave-Hallam Rd Micro Hydro,VIC,0.25,3803,Hydro,28/07/2008,Unsuspended,0,n/a
BEBGNS16,Woy Woy LFG - NSW,NSW,1.064,2256,Biomass,1/08/2008,Unsuspended,0,n/a
WD00TA05,Sassafras Wind Turbine - TAS,TAS,0.225,7307,Wind,30/09/2008,Unsuspended,0,n/a
SRPVTA01,King Island Solar - TAS,TAS,0.094,7256,Solar,18/11/2008,Unsuspended,0,n/a
BEBGVC16,Shepparton One Sewage Gas - VIC,VIC,1.1,3631,Biomass,20/02/2009,Unsuspended,0,n/a
WD00VC09,Waubra Wind Farm - VIC,VIC,192,3352,Wind,10/03/2009,Unsuspended,0,n/a
BEMWNS03,Macarthur Resource Recovery Park - Biomass based components of MSW-NSW,NSW,2.8,2570,Biomass,23/03/2009,Suspended,0,n/a
BEBGNS18,Bondi Sewage Treatment Cogeneration Plant - NSW,NSW,1.415,2026,Biomass,24/04/2009,Unsuspended,0,n/a
WD00SA10,Hallett 2 Wind Farm - SA,SA,71.4,5418,Wind,27/04/2009,Unsuspended,0,n/a
BEBGVC17,Cosgrove LFG - Vic,VIC,0.78,3631,Biomass,30/04/2009,Unsuspended,0,n/a
BEBGNS17,Summer Hill (Wallsend) LFG - NSW,NSW,3.035,2287,Biomass,11/05/2009,Unsuspended,0,n/a
WD00NS05,Cullerin Range Wind Farm - NSW,NSW,30,2581,Wind,15/06/2009,Unsuspended,0,n/a
SRPVNT06,Crowne Plaza Alice Springs Solar - NT,NT,0.304,0870,Solar,18/06/2009,Unsuspended,0,n/a
WD00NS06,Capital Wind Farm - NSW,NSW,140.7,2621,Wind,8/07/2009,Unsuspended,0,n/a
BEBGNS19,Wollongong Sewage Treatment Plant - NSW,NSW,0.625,2500,Biomass,4/08/2009,Unsuspended,0,n/a
HYMCTA01,Parangana Mini Hydro - TAS,TAS,0.78,7304,Hydro,7/08/2009,Unsuspended,0,n/a
WD00SA11,Clements Gap Wind Farm - SA,SA,56.7,5523,Wind,14/08/2009,Unsuspended,0,n/a
BEBGNS20,Glenfield Sewage Treatment Plant - NSW,NSW,0.625,2167,Biomass,28/08/2009,Unsuspended,0,n/a
BEBGNS21,Liverpool Sewage Treatment - Cogeneration Plant - NSW,NSW,0.548,2170,Biomass,25/09/2009,Unsuspended,0,n/a
HY00VC08,Bogong Hydro - VIC,VIC,147.6,3699,Hydro,5/10/2009,Unsuspended,0,n/a
BEBGNS22,Warriewood Sewage Treatment - Cogeneration Plant - NSW,NSW,0.249,2102,Biomass,23/10/2009,Unsuspended,0,n/a
SRPVSA05,Adelaide Showground Solar - SA,SA,1,5034,Solar,30/10/2009,Unsuspended,0,n/a
SRPVVC05,Bendigo Solar Park - VIC,VIC,0.336,3551,Solar,26/11/2009,Unsuspended,0,n/a
SRPVVC06,Ballarat Solar Park - VIC,VIC,0.32,3350,Solar,4/12/2009,Unsuspended,0,n/a
HY00NS13,Jounama Hydro - NSW,NSW,14.4,2720,Hydro,21/12/2009,Unsuspended,0,n/a
SRPVSA06,Adelaide Airport Terminal 1 Solar - SA,SA,3.6367,5950,Solar,19/01/2010,Unsuspended,0,n/a
HYMITA06,Lake Margaret - Upper Mini Hydro - TAS,TAS,8.4,7321,Hydro,20/01/2010,Unsuspended,0,n/a
WD00VC10,Cape Bridgewater Wind Farm - VIC,VIC,58,3305,Wind,1/02/2010,Unsuspended,0,n/a
WD00VC11,Cape Nelson South Wind Farm - VIC,VIC,44,3305,Wind,1/02/2010,Unsuspended,0,n/a
HYMCVC01,Mt View Micro Hydro - VIC,VIC,0.56,3150,Hydro,1/02/2010,Unsuspended,0,n/a
HYMCVC02,Notting Hill Micro Hydro - VIC,VIC,0.45,3168,Hydro,1/02/2010,Unsuspended,0,n/a
HYMIVC07,Olinda Mini Hydro - VIC,VIC,1,3140,Hydro,1/02/2010,Unsuspended,0,n/a
HYMCVC03,Pine Gully Micro Hydro - VIC,VIC,0.385,3840,Hydro,1/02/2010,Unsuspended,0,n/a
HYMIVC09,Silvan Mini Hydro - VIC,VIC,2.055,3795,Hydro,1/02/2010,Unsuspended,0,n/a
HYMIVC08,Upper Yarra Mini Hydro - VIC,VIC,1.125,3799,Hydro,1/02/2010,Unsuspended,0,n/a
BEBGVC18,Leongatha Bioenergy Plant - VIC,VIC,0.76,3953,Biomass,25/02/2010,Unsuspended,0,n/a
SRPVWA05,Chadwell Estate Solar - WA,WA,0.0198,6322,Solar,16/03/2010,Suspended,0,n/a
HYMIQL06,Paronella Micro Hydro - QLD,QLD,0.0185,4871,Hydro,19/04/2010,Unsuspended,0,n/a
BEBGQL17,Birkdale LFG - QLD,QLD,0.78,4159,Biomass,22/04/2010,Suspended,0,n/a
WD00WA12,Bouverie Wind Turbine - WA,WA,0.015,6324,Wind,8/05/2010,Suspended,0,n/a
SRPVWA06,Marble Bar Solar - WA,WA,0.3,6760,Solar,18/05/2010,Unsuspended,0,n/a
WD00SA12,Lake Bonney Wind Farm Stage 3 - SA,SA,39,5280,Wind,28/05/2010,Unsuspended,0,n/a
BEBGQL16,Bromelton Bioenergy Plant 1 - QLD,QLD,1.536,4285,Biomass,14/06/2010,Unsuspended,0,n/a
HYMITA07,Lake Margaret - Lower Mini Hydro - TAS,TAS,3.2,7467,Hydro,21/06/2010,Unsuspended,0,n/a
WD00SA15,North Brown Hill Wind Farm - SA,SA,132.3,5491,Wind,13/08/2010,Unsuspended,0,n/a
WD00SA13,Waterloo Wind Farm - SA,SA,130.8,5413,Wind,20/08/2010,Unsuspended,0,n/a
HYMITA08,Nieterana Mini Hydro - TAS,TAS,2.2,7140,Hydro,14/09/2010,Unsuspended,0,n/a
SRPVWA07,Nullagine Solar - WA,WA,0.2,6758,Solar,1/10/2010,Unsuspended,0,n/a
BEBGNS23,Buttonderry LFG - NSW,NSW,2.246,2259,Biomass,13/12/2010,Unsuspended,0,n/a
HYMINS12,Lostock Micro Hydro - NSW,NSW,0.22,2311,Hydro,7/02/2011,Unsuspended,0,n/a
HYMISA01,Hope Valley Terminal Storage Mini Hydro - SA,SA,1.8,5090,Hydro,21/02/2011,Unsuspended,0,n/a
WD00WA13,Mt Barker Community Wind Farm - WA,WA,2.43,6324,Wind,3/03/2011,Unsuspended,0,n/a
HYMINS13,Prospect Mini Hydro - NSW,NSW,3.7,2148,Hydro,3/03/2011,Unsuspended,0,n/a
SRPVNT07,Millner Primary School Solar - NT,NT,0.1008,0810,Solar,17/03/2011,Suspended,0,n/a
BEBLNS02,Hume Highway Woomargama Biodiesel - NSW,NSW,0.6,2644,Biomass,20/03/2011,Suspended,0,n/a
WD00NS07,Gunning Wind Farm - NSW,NSW,46.5,2581,Wind,23/03/2011,Unsuspended,0,n/a
HYMCTA02,Platypus Micro Hydro - TAS,TAS,0.015,7140,Hydro,18/04/2011,Suspended,0,n/a
WD00WA14,Rottnest Island Wind Turbine - WA,WA,1.2,6161,Wind,2/05/2011,Unsuspended,0,Wind is the primary fuel source. The solar component was added as an expansion to the wind farm on 4/07/2017. The total capacity is comprised of: 0.6 MW wind and 0.6 MW solar.
WD00WA15,Collgar Wind Farm - WA,WA,222,6415,Wind,14/05/2011,Unsuspended,0,n/a
WD00NS08,Woodlawn Wind Farm - Tarago - NSW,NSW,48.3,2580,Wind,31/05/2011,Unsuspended,0,n/a
WD00VC12,Hepburn Community Wind Farm - VIC,VIC,4.1,3460,Wind,22/06/2011,Unsuspended,0,n/a
WD00SA14,The Bluff Wind Farm - SA,SA,52.5,5419,Wind,4/07/2011,Unsuspended,0,n/a
HYMCNS06,Woronora Micro Hydro - NSW,NSW,0.19,2508,Hydro,22/07/2011,Unsuspended,0,n/a
SRPVNT08,Power and Water Sadadeen Solar - NT,NT,0.0216,0870,Solar,2/08/2011,Unsuspended,0,n/a
WD00VC13,Oaklands Hill Wind Farm - VIC,VIC,67.2,3293,Wind,19/08/2011,Unsuspended,0,n/a
SRPVNT09,Uterne Solar Farm - NT,NT,4.063,0870,Solar,5/09/2011,Unsuspended,0,n/a
SRPVNS17,Rigby House Coffs Harbour Solar - NSW,NSW,0.1365,2450,Solar,12/09/2011,Unsuspended,0,n/a
SRPVNS18,Johnson & Johnson Medical North Ryde Solar - NSW,NSW,0.0924,2150,Solar,12/10/2011,Suspended,0,n/a
BEBMVC02,Visy WW Biomass Generator No 1 - VIC,VIC,3.5,3061,Biomass,19/12/2011,Unsuspended,0,n/a
SRPVNT10,Alice Springs Airport Solar - NT,NT,0.235,0870,Solar,21/12/2011,Unsuspended,0,n/a
BEBLTA01,King Island Advanced Hybrid Biodiesel Power Station - TAS,TAS,1.2,7256,Biomass,11/01/2012,Unsuspended,0,n/a
BEBMVC03,Reid Bros WW Biomass Generator - VIC,VIC,0.068,3797,Biomass,30/01/2012,Suspended,0,n/a
BEBGVC19,Eastern Treatment Plant - Thomson Road - SG and Solar - VIC,VIC,28.6929,3175,Solar,6/02/2012,Unsuspended,13805,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVWA08,Carnarvon - Massey Bay Road - Solar Farm - WA,WA,0.29,6701,Solar,7/02/2012,Unsuspended,0,n/a
SRPVWA09,Chittering Valley Solar - WA,WA,0.018,6084,Solar,16/02/2012,Unsuspended,0,n/a
SRPVQL08,University of Queensland - Solar - QLD,QLD,2.3827,4067,Solar,21/02/2012,Unsuspended,0,n/a
